Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Total_Test_Results,Case_Fatality_Ratio
Arkansas,US,2020-04-16,34.9697,-92.3731,1620,37,548.0,1583.0,5.0,62.57176923994999,22675.0,85.0,2.2839506172839505,84000005.0,USA,875.811646614732,5.246913580246914,,
Arizona,US,2020-04-16,33.7298,-111.4312,4237,150,460.0,4087.0,4.0,58.21080830591436,47398.0,578.0,3.5402407363700727,84000004.0,USA,651.186191192761,13.641727637479349,,
American Samoa,US,2020-04-16,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16.0,ASM,5.3917075537822825,,,
Alaska,US,2020-04-16,61.3707,-152.4044,300,9,110.0,291.0,2.0,50.18828973365075,8735.0,35.0,3.0,84000002.0,USA,1461.3157027447974,11.666666666666664,,
Alabama,US,2020-04-16,32.3182,-86.9023,4465,133,,4212.0,1.0,92.66571647873691,36391.0,553.0,3.0609896432681243,84000001.0,USA,776.1100318475752,12.727272727272727,,
Wisconsin,US,2020-04-16,44.2685,-89.6165,3875,197,,3678.0,55.0,74.8854349471676,44849.0,1121.0,5.0838709677419365,84000055.0,USA,866.7191927601341,28.929032258064517,,
Massachusetts,US,2020-04-16,42.2302,-71.5301,32181,1108,,31073.0,25.0,468.8529863754216,140773.0,3454.0,3.4430253876510983,84000025.0,USA,2050.9568208267992,10.733041235511637,,
Florida,US,2020-04-16,27.7663,-81.6868,23343,668,,22675.0,12.0,109.93940169190724,219248.0,3460.0,2.8616715931971037,84000012.0,USA,1032.6005201622447,14.82243070727841,,
Michigan,US,2020-04-16,43.3266,-84.5361,28809,1996,617.0,26813.0,26.0,361.5923619402858,94286.0,3809.0,6.928390433545072,84000026.0,USA,1183.4182872679296,13.221562706098787,,
Grand Princess,US,2020-04-16,,,103,0,0.0,103.0,99999.0,,,,0.0,84099999.0,USA,,,,
Mississippi,US,2020-04-16,32.7416,-89.6787,3624,129,,3495.0,28.0,125.17244023395918,38415.0,682.0,3.5596026490066226,84000028.0,USA,1326.8485903939136,18.818984547461373,,
West Virginia,US,2020-04-16,38.4912,-80.9545,728,12,223.0,716.0,54.0,55.026538210942114,18306.0,85.0,1.6483516483516485,84000054.0,USA,1383.6755611119593,11.675824175824175,,
Washington,US,2020-04-16,47.4009,-121.4905,11057,579,,10478.0,53.0,146.46191228630923,124283.0,595.0,5.236501763588677,84000053.0,USA,1646.2626250049177,5.381206475535859,,
Virginia,US,2020-04-16,37.7693,-78.17,6889,208,951.0,6681.0,51.0,87.12279774333109,46444.0,1337.0,3.0193061402235446,84000051.0,USA,587.3611871666816,19.407751487879228,,
Virgin Islands,US,2020-04-16,18.3358,-64.8963,51,1,46.0,50.0,78.0,47.5444680613044,408.0,,1.96078431372549,850.0,VIR,380.3557444904352,,,
Vermont,US,2020-04-16,44.0459,-72.7107,774,33,15.0,741.0,50.0,126.7624318078714,11507.0,58.0,4.263565891472869,84000050.0,USA,1884.5675746940258,7.493540051679586,,
Utah,US,2020-04-16,40.15,-111.8624,2683,20,357.0,2663.0,49.0,93.61864863940664,49678.0,238.0,0.7454342154304883,84000049.0,USA,1733.427963886859,8.87066716362281,,
Texas,US,2020-04-16,31.0545,-97.5635,16900,415,3677.0,16462.0,48.0,73.42319916399535,158547.0,1459.0,2.4531879592320456,84000048.0,USA,689.7978168910863,8.645413605119696,,
Minnesota,US,2020-04-16,45.6945,-93.9002,1809,87,1020.0,1722.0,27.0,36.571712296060646,41675.0,475.0,4.8092868988391375,84000027.0,USA,842.5241072074779,26.25760088446655,,
South Dakota,US,2020-04-16,44.2998,-99.4388,1311,7,373.0,1304.0,46.0,178.15114174362546,10550.0,55.0,0.5339435545385202,84000046.0,USA,1433.6342832915698,4.195270785659802,,
South Carolina,US,2020-04-16,33.8569,-80.945,3931,111,,3820.0,45.0,77.99641863302894,34733.0,675.0,2.8237089799033326,84000045.0,USA,689.1502438008125,17.171203256168912,,
Rhode Island,US,2020-04-16,41.6809,-71.5118,3529,87,182.0,3442.0,44.0,333.12534631726106,28064.0,331.0,2.4652876168886366,84000044.0,USA,2649.1441538814443,9.379427599886654,,
Puerto Rico,US,2020-04-16,18.2208,-66.5901,1043,56,,987.0,72.0,35.555913122211436,8358.0,,5.369127516778524,630.0,PRI,284.9245655565132,,,
Pennsylvania,US,2020-04-16,40.5908,-77.2098,28258,841,,27417.0,42.0,224.49260563875407,141470.0,2512.0,2.976148347370656,84000042.0,USA,1123.8930186040957,8.889518012598204,,
Tennessee,US,2020-04-16,35.7478,-86.6923,6375,136,2786.0,6239.0,47.0,97.10691463685288,85049.0,691.0,2.1333333333333333,84000047.0,USA,1295.505252227404,10.839215686274509,,
Oklahoma,US,2020-04-16,35.5653,-96.9289,2357,131,1240.0,2226.0,40.0,64.4405645835532,30899.0,528.0,5.557912600763682,84000040.0,USA,844.781079790925,22.40135765803988,,
Missouri,US,2020-04-16,38.4561,-92.2884,5174,169,,5005.0,29.0,88.30171265045765,50648.0,1043.0,3.266331658291457,84000029.0,USA,864.3805841361383,20.158484731349045,,
Oregon,US,2020-04-16,44.572,-122.0709,1736,64,,1672.0,41.0,43.32338259787565,34938.0,414.0,3.6866359447004617,84000041.0,USA,871.9080306477994,23.847926267281107,,
Montana,US,2020-04-16,46.9219,-110.4544,415,7,218.0,408.0,30.0,47.922197446381986,9936.0,52.0,1.686746987951807,84000030.0,USA,1147.3613345234974,12.530120481927712,,
Nebraska,US,2020-04-16,41.1254,-98.2681,952,21,,931.0,31.0,62.41509711054815,12294.0,,2.2058823529411766,84000031.0,USA,806.0201721397888,,,
New Hampshire,US,2020-04-16,43.4525,-71.5639,1139,32,365.0,1107.0,33.0,85.7585148643073,12166.0,178.0,2.809482001755926,84000033.0,USA,916.0123721151558,15.62774363476734,,
New Jersey,US,2020-04-16,40.2989,-74.521,75317,3518,,71799.0,34.0,847.9552903056566,151830.0,8224.0,4.670924226934158,84000034.0,USA,1709.3757282832275,10.919181592469164,,
Nevada,US,2020-04-16,38.3135,-117.0554,3214,137,,3077.0,32.0,106.54036517422865,28451.0,,4.262601120099564,84000032.0,USA,943.1175885413749,,,
New York,US,2020-04-16,42.1657,-74.9481,223691,14832,23887.0,208859.0,36.0,1326.6749797239493,550579.0,50450.0,6.630575213128825,84000036.0,USA,3265.394600862048,22.55343308403109,,
North Carolina,US,2020-04-16,35.6301,-79.8064,5639,150,,5489.0,37.0,56.85693760004033,70917.0,452.0,2.6600461074658632,84000037.0,USA,715.0422847636212,8.015605603830467,,
North Dakota,US,2020-04-16,47.5289,-99.784,393,9,163.0,384.0,38.0,64.80678343980554,11704.0,45.0,2.2900763358778624,84000038.0,USA,1930.0218661055576,11.450381679389313,,
Northern Mariana Islands,US,2020-04-16,15.0979,145.6739,13,2,,11.0,69.0,23.574640940084144,40.0,,15.384615384615385,580.0,MNP,72.53735673872046,,,
Ohio,US,2020-04-16,40.3888,-82.7649,8414,407,,8007.0,39.0,75.30074656385528,74840.0,2331.0,4.837176135013073,84000039.0,USA,669.7774985546624,27.703826955074874,,
New Mexico,US,2020-04-16,34.8405,-106.2485,1484,36,353.0,1448.0,35.0,88.99374105340044,33394.0,215.0,2.4258760107816717,84000035.0,USA,2002.5990490143224,14.487870619946092,,
